Model,Scenario,Region,Variable,unit,subannual,2050
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 13:00+1,108.1318687
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 14:00+1,61.6502409
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 15:00+1,15.8236514
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 16:00+1,53.26262132
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 17:00+1,187.9448156
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 18:00+1,89.24048259
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 19:00+1,107.0346046
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 20:00+1,108.4362156
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 21:00+1,145.6821854
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 22:00+1,102.8645782
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-02 23:00+1,131.7965233
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 00:00+1,145.7440452
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 01:00+1,152.9126316
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 02:00+1,129.1906828
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 03:00+1,14.15580547
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 04:00+1,93.01142765
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 05:00+1,147.0168148
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 06:00+1,81.39877575
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 07:00+1,106.3824796
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 08:00+1,69.20942896
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 09:00+1,57.49408116
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 10:00+1,74.17229544
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 11:00+1,176.4287029
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 12:00+1,137.5702078
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 13:00+1,4.228192019
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 14:00+1,174.5460117
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 15:00+1,61.3839558
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 16:00+1,132.0080772
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 17:00+1,185.9125122
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 18:00+1,89.75820734
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 19:00+1,196.0824356
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 20:00+1,168.1233068
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 21:00+1,134.8313195
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 22:00+1,52.96812333
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-03 23:00+1,118.3298695
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 00:00+1,10.69999162
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 01:00+1,122.3796577
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 02:00+1,12.65585824
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 03:00+1,46.17221854
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 04:00+1,83.20052209
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 05:00+1,102.6162324
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 06:00+1,53.50434659
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 07:00+1,16.64405021
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 08:00+1,111.4259716
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 09:00+1,101.3385795
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 10:00+1,146.6232986
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 11:00+1,102.165027
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 12:00+1,72.15971447
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 13:00+1,44.63660389
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 14:00+1,94.96673319
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 15:00+1,31.32215887
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 16:00+1,156.8584306
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 17:00+1,70.9727847
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 18:00+1,25.56588608
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 19:00+1,22.4654904
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 20:00+1,174.8342993
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 21:00+1,110.8809322
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 22:00+1,197.0253317
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-04 23:00+1,134.1480207
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 00:00+1,53.05901809
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 01:00+1,134.4869724
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 02:00+1,37.0116158
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 03:00+1,4.643145862
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 04:00+1,198.3908631
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 05:00+1,61.08927544
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 06:00+1,16.68571175
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 07:00+1,7.670892859
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 08:00+1,160.2601623
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 09:00+1,34.87426455
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 10:00+1,123.6193818
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 11:00+1,4.992358467
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 12:00+1,46.96310969
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 13:00+1,64.84259567
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 14:00+1,8.213398788
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 15:00+1,199.8416146
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 16:00+1,166.9322772
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 17:00+1,158.9730672
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 18:00+1,171.9947953
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 19:00+1,139.9618353
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 20:00+1,82.10563015
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 21:00+1,102.5850468
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 22:00+1,161.2471519
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-05 23:00+1,123.0796591
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 00:00+1,18.98772403
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 01:00+1,126.7566917
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 02:00+1,162.782698
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 03:00+1,83.97874777
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 04:00+1,21.76670531
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 05:00+1,102.5204112
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 06:00+1,181.8475561
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 07:00+1,189.8076228
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 08:00+1,106.8542372
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 09:00+1,4.887638976
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 10:00+1,192.2667561
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 11:00+1,110.5751207
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 12:00+1,45.12547978
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 13:00+1,162.9571483
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 14:00+1,111.5827052
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 15:00+1,185.6800817
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 16:00+1,143.9472865
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 17:00+1,59.93013379
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 18:00+1,70.69442428
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 19:00+1,154.9012271
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 20:00+1,90.4657798
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 21:00+1,112.7141539
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 22:00+1,69.28958805
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-06 23:00+1,61.82995945
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 00:00+1,143.1665136
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 01:00+1,69.32938909
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 02:00+1,44.15508547
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 03:00+1,156.599422
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 04:00+1,152.5396482
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 05:00+1,198.5917073
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 06:00+1,33.28745651
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 07:00+1,56.42496641
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 08:00+1,20.5862835
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 09:00+1,85.0011075
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 10:00+1,15.83787492
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 11:00+1,171.207042
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 12:00+1,67.78354427
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 13:00+1,180.4541227
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 14:00+1,103.7220989
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 15:00+1,11.02332476
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 16:00+1,131.6037481
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 17:00+1,181.4043963
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 18:00+1,159.9433297
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 19:00+1,36.5968111
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 20:00+1,198.541518
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 21:00+1,167.8840257
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 22:00+1,139.9378023
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-07 23:00+1,49.87421138
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 00:00+1,4.091309889
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 01:00+1,112.7657083
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 02:00+1,157.3584724
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 03:00+1,90.27479455
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 04:00+1,54.95207057
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 05:00+1,142.3590344
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 06:00+1,78.35686358
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 07:00+1,77.37636985
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 08:00+1,66.80995857
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 09:00+1,179.4854976
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 10:00+1,66.87484659
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 11:00+1,150.110295
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 12:00+1,92.328799
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 13:00+1,23.94632862
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 14:00+1,131.0796204
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 15:00+1,193.1244176
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 16:00+1,35.53111274
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 17:00+1,156.8797123
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 18:00+1,4.660274355
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 19:00+1,28.75288814
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 20:00+1,105.5432732
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 21:00+1,101.3316439
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 22:00+1,7.027212494
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-08 23:00+1,129.3061933
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 00:00+1,43.80395573
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 01:00+1,61.08032163
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 02:00+1,182.40492
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 03:00+1,78.5597
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 04:00+1,53.3962655
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 05:00+1,66.47714165
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 06:00+1,79.19800469
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 07:00+1,16.04342613
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 08:00+1,172.8155554
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 09:00+1,139.8964962
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 10:00+1,15.53374605
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 11:00+1,30.50599877
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 12:00+1,118.5377094
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 13:00+1,90.40624333
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 14:00+1,51.55191663
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 15:00+1,126.6575624
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 16:00+1,15.4698589
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 17:00+1,73.56194721
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 18:00+1,153.4076692
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 19:00+1,102.3873149
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 20:00+1,164.8954704
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 21:00+1,190.5029292
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 22:00+1,89.99174568
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-09 23:00+1,7.130695537
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 00:00+1,24.36500552
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 01:00+1,179.1067867
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 02:00+1,7.718723876
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 03:00+1,83.80839673
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 04:00+1,101.5673061
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 05:00+1,133.973488
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 06:00+1,166.8874529
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 07:00+1,77.38966755
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 08:00+1,65.11430456
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 09:00+1,87.38080239
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 10:00+1,23.56419827
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 11:00+1,161.9583529
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 12:00+1,56.3679196
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 13:00+1,32.88893405
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 14:00+1,144.3071366
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 15:00+1,182.4066788
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 16:00+1,196.1790647
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 17:00+1,27.36576626
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 18:00+1,13.19121375
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 19:00+1,21.54531736
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 20:00+1,169.4439145
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 21:00+1,191.1608389
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 22:00+1,163.0480731
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-10 23:00+1,54.31513371
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 00:00+1,145.5436787
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 01:00+1,35.23602717
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 02:00+1,79.52459337
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 03:00+1,171.2131492
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 04:00+1,111.0616038
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 05:00+1,88.41657957
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 06:00+1,125.4844945
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 07:00+1,49.88327026
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 08:00+1,78.9620159
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 09:00+1,53.64887935
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 10:00+1,32.33771891
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 11:00+1,150.3429706
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 12:00+1,115.3263472
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 13:00+1,50.92381778
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 14:00+1,163.2658127
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 15:00+1,20.72994414
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 16:00+1,115.9336955
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 17:00+1,29.40321552
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 18:00+1,138.5413027
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 19:00+1,172.8440736
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 20:00+1,140.2828214
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 21:00+1,66.18578739
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 22:00+1,24.09332489
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-11 23:00+1,165.7082986
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 00:00+1,107.0582056
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 01:00+1,60.33997098
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 02:00+1,164.8878848
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 03:00+1,105.1725385
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 04:00+1,197.7052223
Frigg 0.1.0,DKFlex,Denmark,Final Energy|Electricity|Heat,MWh/hour,06-12 05:00+1,59.78734561
