Model,Scenario,Region,Variable,Unit,time,value
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Nuclear,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Solar,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Reserve|Electricity|Automatic Frequency Restoration|Hydro|Pumped Storage,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Coal,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,Germany,Reserve|Electricity|Automatic Frequency Restoration|Wind|Onshore,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Storage|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 12:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 13:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 14:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 15:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 16:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 17:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 18:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 19:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 20:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 21:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 22:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Active Pumped Power|Electricity|Hydro|Pumped Storage,MWh,2050-01-01 23:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 00:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 01:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 02:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 03:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 04:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 05:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 06:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 07:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 08:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 09:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 10:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 11:00:00+01:00,3
plan4EU_v0.1,My_Scenario_1,France,Marginal Cost|Final Energy|Electricity,euro/MWh,2050-01-01 12:00:00+01:00,3
