HOUR;AT;BE;BG;CH;CZ;DE;DK;ES;FI;FR;GR;HR;HU;IE;IT;LU;NL;NO;PL;PT;RO;SE;SI;SK;UK;EE;LT;LV;NONEU_Balkan;TR
3759;0.55158128;0.33404653;0.29646243;0.54;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.33;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3760;0.55158128;0.33404653;0.29646243;0.54;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3761;0.55158128;0.33404653;0.29646243;0.52;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3762;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.52;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3763;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.52;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3764;0.55158128;0.33404653;0.29646243;0.47;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.51;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3765;0.55158128;0.33404653;0.29646243;0.45;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.51;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3766;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.5;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3767;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3768;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.48;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3769;0.55158128;0.33404653;0.29646243;0.47;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3770;0.55158128;0.33404653;0.29646243;0.46;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.44;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3771;0.55158128;0.33404653;0.29646243;0.45;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.27;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3772;0.55158128;0.33404653;0.29646243;0.43;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3773;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3774;0.55158128;0.33404653;0.29646243;0.42;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.27;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3775;0.55158128;0.33404653;0.29646243;0.44;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3776;0.55158128;0.33404653;0.29646243;0.48;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3777;0.55158128;0.33404653;0.29646243;0.51;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.54;0.2951488;0.288;0.39271758;0.34;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3778;0.55158128;0.33404653;0.29646243;0.52;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.54;0.2951488;0.288;0.39271758;0.35;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3779;0.55158128;0.33404653;0.29646243;0.54;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.36;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3780;0.55158128;0.33404653;0.29646243;0.56;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.36;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3781;0.55158128;0.33404653;0.29646243;0.52;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.53;0.2951488;0.288;0.39271758;0.36;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3782;0.55158128;0.33404653;0.29646243;0.53;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.52;0.2951488;0.288;0.39271758;0.35;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3783;0.55158128;0.33404653;0.29646243;0.52;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.52;0.2951488;0.288;0.39271758;0.34;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3784;0.55158128;0.33404653;0.29646243;0.52;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.51;0.2951488;0.288;0.39271758;0.34;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3785;0.55158128;0.33404653;0.29646243;0.49;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.5;0.2951488;0.288;0.39271758;0.34;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3786;0.55158128;0.33404653;0.29646243;0.47;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.5;0.2951488;0.288;0.39271758;0.34;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3787;0.55158128;0.33404653;0.29646243;0.47;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.33;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3788;0.55158128;0.33404653;0.29646243;0.46;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3789;0.55158128;0.33404653;0.29646243;0.43;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3790;0.55158128;0.33404653;0.29646243;0.46;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.48;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3791;0.55158128;0.33404653;0.29646243;0.47;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3792;0.55158128;0.33404653;0.29646243;0.46;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3793;0.55158128;0.33404653;0.29646243;0.44;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3794;0.55158128;0.33404653;0.29646243;0.43;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.27;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3795;0.55158128;0.33404653;0.29646243;0.42;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3796;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3797;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.25;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3798;0.55158128;0.33404653;0.29646243;0.36;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.25;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3799;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3800;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.27;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3801;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3802;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.48;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3803;0.55158128;0.33404653;0.29646243;0.43;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3804;0.55158128;0.33404653;0.29646243;0.43;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3805;0.55158128;0.33404653;0.29646243;0.42;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.49;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3806;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.48;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3807;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3808;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3809;0.55158128;0.33404653;0.29646243;0.42;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3810;0.55158128;0.33404653;0.29646243;0.42;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3811;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3812;0.55158128;0.33404653;0.29646243;0.39;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3813;0.55158128;0.33404653;0.29646243;0.38;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3814;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3815;0.55158128;0.33404653;0.29646243;0.39;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3816;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.44;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3817;0.55158128;0.33404653;0.29646243;0.39;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.43;0.2951488;0.288;0.39271758;0.27;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3818;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3819;0.55158128;0.33404653;0.29646243;0.36;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3820;0.55158128;0.33404653;0.29646243;0.35;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.4;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3821;0.55158128;0.33404653;0.29646243;0.33;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.4;0.2951488;0.288;0.39271758;0.25;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3822;0.55158128;0.33404653;0.29646243;0.34;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.4;0.2951488;0.288;0.39271758;0.25;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3823;0.55158128;0.33404653;0.29646243;0.33;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.25;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3824;0.55158128;0.33404653;0.29646243;0.34;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.41;0.2951488;0.288;0.39271758;0.26;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3825;0.55158128;0.33404653;0.29646243;0.34;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.42;0.2951488;0.288;0.39271758;0.28;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3826;0.55158128;0.33404653;0.29646243;0.36;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.45;0.2951488;0.288;0.39271758;0.29;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3827;0.55158128;0.33404653;0.29646243;0.39;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.3;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3828;0.55158128;0.33404653;0.29646243;0.39;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3829;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3830;0.55158128;0.33404653;0.29646243;0.35;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3831;0.55158128;0.33404653;0.29646243;0.34;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3832;0.55158128;0.33404653;0.29646243;0.37;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3833;0.55158128;0.33404653;0.29646243;0.38;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.46;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3834;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3835;0.55158128;0.33404653;0.29646243;0.41;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.32;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3836;0.55158128;0.33404653;0.29646243;0.4;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
3837;0.55158128;0.33404653;0.29646243;0.38;0.38394228;0.59290466;0.59290466;0.32347484;0.5152862;0.51097364;0.21491593;0.42838549;0.66934404;0.1845433;0.54274687;0.27525253;0.33404653;0.47;0.2951488;0.288;0.39271758;0.31;0.67643843;0.4116564;0.15490439;0.27733404;0.27733404;0.23699295;0.41186114;0.21491593
